Time (s),Rotation [X axis] (degrees/s),Rotation [Y axis] (degrees/s),Rotation [Z axis] (degrees/s),Acceleration [X axis] (m/s^2),Acceleration [Y axis] (m/s^2),Acceleration [Z axis] (m/s^2),Acceleration [X axis] (m/s^2),Acceleration [Y axis] (m/s^2),Acceleration [Z axis] (m/s^2),Magnetic Flux Density [X axis] (micro-Tesla),Magnetic Flux Density [Y axis] (micro-Tesla),Magnetic Flux Density [Z axis] (micro-Tesla),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),
157.829,10.99,21.98,32.97,18.0431,-11.8862,6.15685,-184.176,-184.078,-183.98,0.00406,0.0029,0.00174,93.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
158.229,11.06,22.12,33.18,18.2736,-11.4251,6.84859,-184.078,-183.98,-183.883,0.00406,0.0029,0.00174,94,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
158.629,11.06,22.12,33.18,18.2736,-11.4251,6.84859,-184.078,-183.98,-183.883,0.00406,0.0029,0.00174,94.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
159.029,11.13,22.26,33.39,18.5057,-10.961,7.54472,-183.98,-183.883,-183.785,0.00406,0.0029,0.00174,94.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
159.429,11.13,22.26,33.39,18.5057,-10.961,7.54472,-183.98,-183.883,-183.785,0.00406,0.0029,0.00174,94.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
159.829,11.13,22.26,33.39,18.5057,-10.961,7.54472,-183.98,-183.883,-183.785,0.00406,0.0029,0.00174,95,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
160.229,11.2,22.4,33.6,18.7392,-10.494,8.24525,-183.883,-183.785,-183.687,0.00406,0.0029,0.00174,95.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
160.629,11.2,22.4,33.6,18.7392,-10.494,8.24525,-183.883,-183.785,-183.687,0.00406,0.0029,0.00174,95.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
161.029,11.27,22.54,33.81,18.9742,-10.024,8.95016,-183.785,-183.687,-183.59,0.00406,0.0029,0.00174,95.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
161.429,11.27,22.54,33.81,18.9742,-10.024,8.95016,-183.785,-183.687,-183.59,0.00406,0.0029,0.00174,96,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
161.829,11.27,22.54,33.81,18.9742,-10.024,8.95016,-183.785,-183.687,-183.59,0.00406,0.0029,0.00174,96.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
162.229,11.34,22.68,34.02,19.2106,-9.55114,9.65947,-183.687,-183.59,-183.492,0.00406,0.0029,0.00174,96.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
162.629,11.34,22.68,34.02,19.2106,-9.55114,9.65947,-183.687,-183.59,-183.492,0.00406,0.0029,0.00174,96.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
163.029,11.41,22.82,34.23,19.4485,-9.07534,10.3732,-183.59,-183.492,-183.394,0.00406,0.0029,0.00174,97,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
163.429,11.41,22.82,34.23,19.4485,-9.07534,10.3732,-183.59,-183.492,-183.394,0.00406,0.0029,0.00174,97.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
163.829,11.41,22.82,34.23,19.4485,-9.07534,10.3732,-183.59,-183.492,-183.394,0.00406,0.0029,0.00174,97.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
164.229,11.48,22.96,34.44,19.6879,-8.59661,11.0913,-183.492,-183.394,-183.297,0.00406,0.0029,0.00174,97.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
164.629,11.48,22.96,34.44,19.6879,-8.59661,11.0913,-183.492,-183.394,-183.297,0.00406,0.0029,0.00174,98,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
165.029,11.55,23.1,34.65,19.9287,-8.11495,11.8137,-183.394,-183.297,-183.199,0.00406,0.0029,0.00174,98.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
165.429,11.55,23.1,34.65,19.9287,-8.11495,11.8137,-183.394,-183.297,-183.199,0.00406,0.0029,0.00174,98.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
165.829,11.55,23.1,34.65,19.9287,-8.11495,11.8137,-183.394,-183.297,-183.199,0.00406,0.0029,0.00174,98.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
166.229,11.62,23.24,34.86,20.171,-7.63037,12.5406,-183.297,-183.199,-183.101,0.00406,0.0029,0.00174,99,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
166.629,11.62,23.24,34.86,20.171,-7.63037,12.5406,-183.297,-183.199,-183.101,0.00406,0.0029,0.00174,99.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
167.029,11.69,23.38,35.07,20.4147,-7.14286,13.2719,-183.199,-183.101,-183.004,0.00406,0.0029,0.00174,99.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
167.429,11.69,23.38,35.07,20.4147,-7.14286,13.2719,-183.199,-183.101,-183.004,0.00406,0.0029,0.00174,99.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
167.829,11.69,23.38,35.07,20.4147,-7.14286,13.2719,-183.199,-183.101,-183.004,0.00406,0.0029,0.00174,100,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
168.229,11.76,23.52,35.28,20.66,-6.65242,14.0076,-183.101,-183.004,-182.906,0.00406,0.0029,0.00174,100.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
168.629,11.76,23.52,35.28,20.66,-6.65242,14.0076,-183.101,-183.004,-182.906,0.00406,0.0029,0.00174,100.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
169.029,11.83,23.66,35.49,20.9067,-6.15905,14.7476,-183.004,-182.906,-182.808,0.00406,0.0029,0.00174,100.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
169.429,11.83,23.66,35.49,20.9067,-6.15905,14.7476,-183.004,-182.906,-182.808,0.00406,0.0029,0.00174,101,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
169.829,11.83,23.66,35.49,20.9067,-6.15905,14.7476,-183.004,-182.906,-182.808,0.00406,0.0029,0.00174,101.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
170.229,11.9,23.8,35.7,21.1548,-5.66275,15.492,-182.906,-182.808,-182.711,0.00406,0.0029,0.00174,101.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
170.629,11.9,23.8,35.7,21.1548,-5.66275,15.492,-182.906,-182.808,-182.711,0.00406,0.0029,0.00174,101.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
171.029,11.97,23.94,35.91,21.4044,-5.16353,16.2409,-182.808,-182.711,-182.613,0.00406,0.0029,0.00174,102,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
171.429,11.97,23.94,35.91,21.4044,-5.16353,16.2409,-182.808,-182.711,-182.613,0.00406,0.0029,0.00174,102.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
171.829,11.97,23.94,35.91,21.4044,-5.16353,16.2409,-182.808,-182.711,-182.613,0.00406,0.0029,0.00174,102.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
172.229,12.04,24.08,36.12,21.6555,-4.66138,16.9941,-182.711,-182.613,-182.515,0.00406,0.0029,0.00174,102.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
172.629,12.04,24.08,36.12,21.6555,-4.66138,16.9941,-182.711,-182.613,-182.515,0.00406,0.0029,0.00174,103,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
173.029,12.11,24.22,36.33,21.908,-4.1563,17.7517,-182.613,-182.515,-182.418,0.00406,0.0029,0.00174,103.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
173.429,12.11,24.22,36.33,21.908,-4.1563,17.7517,-182.613,-182.515,-182.418,0.00406,0.0029,0.00174,103.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
173.829,12.11,24.22,36.33,21.908,-4.1563,17.7517,-182.613,-182.515,-182.418,0.00406,0.0029,0.00174,103.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
174.229,12.18,24.36,36.54,22.162,-3.64829,18.5137,-182.515,-182.418,-182.32,0.00406,0.0029,0.00174,104,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
174.629,12.18,24.36,36.54,22.162,-3.64829,18.5137,-182.515,-182.418,-182.32,0.00406,0.0029,0.00174,104.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
175.029,12.25,24.5,36.75,22.4175,-3.13735,19.2801,-182.418,-182.32,-182.222,0.00406,0.0029,0.00174,104.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
175.429,12.25,24.5,36.75,22.4175,-3.13735,19.2801,-182.418,-182.32,-182.222,0.00406,0.0029,0.00174,104.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
175.829,12.25,24.5,36.75,22.4175,-3.13735,19.2801,-182.418,-182.32,-182.222,0.00406,0.0029,0.00174,105,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
176.229,12.32,24.64,36.96,22.6744,-2.62349,20.0509,-182.32,-182.222,-182.125,0.00406,0.0029,0.00174,105.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
176.629,12.32,24.64,36.96,22.6744,-2.62349,20.0509,-182.32,-182.222,-182.125,0.00406,0.0029,0.00174,105.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
177.029,12.39,24.78,37.17,22.9328,-2.1067,20.8261,-182.222,-182.125,-182.027,0.00406,0.0029,0.00174,105.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
177.429,12.39,24.78,37.17,22.9328,-2.1067,20.8261,-182.222,-182.125,-182.027,0.00406,0.0029,0.00174,106,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
177.829,12.39,24.78,37.17,22.9328,-2.1067,20.8261,-182.222,-182.125,-182.027,0.00406,0.0029,0.00174,106.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
178.229,12.46,24.92,37.38,23.1927,-1.58698,21.6057,-182.125,-182.027,-181.929,0.00406,0.0029,0.00174,106.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
178.629,12.46,24.92,37.38,23.1927,-1.58698,21.6057,-182.125,-182.027,-181.929,0.00406,0.0029,0.00174,106.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
179.029,12.53,25.06,37.59,23.454,-1.06433,22.3897,-182.027,-181.929,-181.831,0.00406,0.0029,0.00174,107,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
179.429,12.53,25.06,37.59,23.454,-1.06433,22.3897,-182.027,-181.929,-181.831,0.00406,0.0029,0.00174,107.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
179.829,12.53,25.06,37.59,23.454,-1.06433,22.3897,-182.027,-181.929,-181.831,0.00406,0.0029,0.00174,107.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
180.229,12.6,25.2,37.8,23.7168,-0.538752,23.178,-181.929,-181.831,-181.734,0.00406,0.0029,0.00174,107.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
180.629,12.6,25.2,37.8,23.7168,-0.538752,23.178,-181.929,-181.831,-181.734,0.00406,0.0029,0.00174,108,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
182.013,12.74,25.48,38.22,-23.7256,0.521184,-23.2044,-181.734,-181.636,-181.538,0.00406,0.0029,0.00174,108.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
182.413,12.74,25.48,38.22,-23.7256,0.521184,-23.2044,-181.734,-181.636,-181.538,0.00406,0.0029,0.00174,108.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
182.813,12.74,25.48,38.22,-23.7256,0.521184,-23.2044,-181.734,-181.636,-181.538,0.00406,0.0029,0.00174,108.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
183.213,12.81,25.62,38.43,-23.4584,1.05554,-22.4029,-181.636,-181.538,-181.441,0.00406,0.0029,0.00174,109,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
183.613,12.81,25.62,38.43,-23.4584,1.05554,-22.4029,-181.636,-181.538,-181.441,0.00406,0.0029,0.00174,109.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
184.013,12.88,25.76,38.64,-23.1898,1.59283,-21.5969,-181.538,-181.441,-181.343,0.00406,0.0029,0.00174,109.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
184.413,12.88,25.76,38.64,-23.1898,1.59283,-21.5969,-181.538,-181.441,-181.343,0.00406,0.0029,0.00174,109.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
184.813,12.88,25.76,38.64,-23.1898,1.59283,-21.5969,-181.538,-181.441,-181.343,0.00406,0.0029,0.00174,110,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
185.213,12.95,25.9,38.85,-22.9197,2.13305,-20.7866,-181.441,-181.343,-181.245,0.00406,0.0029,0.00174,110.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
185.613,12.95,25.9,38.85,-22.9197,2.13305,-20.7866,-181.441,-181.343,-181.245,0.00406,0.0029,0.00174,110.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
186.013,13.02,26.04,39.06,-22.6481,2.67619,-19.9719,-181.343,-181.245,-181.148,0.00406,0.0029,0.00174,110.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
186.413,13.02,26.04,39.06,-22.6481,2.67619,-19.9719,-181.343,-181.245,-181.148,0.00406,0.0029,0.00174,111,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
186.813,13.02,26.04,39.06,-22.6481,2.67619,-19.9719,-181.343,-181.245,-181.148,0.00406,0.0029,0.00174,111.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
187.213,13.09,26.18,39.27,-22.375,3.22226,-19.1528,-181.245,-181.148,-181.05,0.00406,0.0029,0.00174,111.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
187.613,13.09,26.18,39.27,-22.375,3.22226,-19.1528,-181.245,-181.148,-181.05,0.00406,0.0029,0.00174,111.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
188.013,13.16,26.32,39.48,-22.1005,3.77126,-18.3293,-181.148,-181.05,-180.952,0.00406,0.0029,0.00174,112,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
188.413,13.16,26.32,39.48,-22.1005,3.77126,-18.3293,-181.148,-181.05,-180.952,0.00406,0.0029,0.00174,112.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
188.813,13.16,26.32,39.48,-22.1005,3.77126,-18.3293,-181.148,-181.05,-180.952,0.00406,0.0029,0.00174,112.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
189.213,13.23,26.46,39.69,-21.8246,4.32319,-17.5014,-181.05,-180.952,-180.855,0.00406,0.0029,0.00174,112.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
189.613,13.23,26.46,39.69,-21.8246,4.32319,-17.5014,-181.05,-180.952,-180.855,0.00406,0.0029,0.00174,113,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
190.013,13.3,26.6,39.9,-21.5472,4.87805,-16.6691,-180.952,-180.855,-180.757,0.00406,0.0029,0.00174,113.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
190.413,13.3,26.6,39.9,-21.5472,4.87805,-16.6691,-180.952,-180.855,-180.757,0.00406,0.0029,0.00174,113.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
190.813,13.3,26.6,39.9,-21.5472,4.87805,-16.6691,-180.952,-180.855,-180.757,0.00406,0.0029,0.00174,113.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
191.213,13.37,26.74,40.11,-21.2683,5.43583,-15.8324,-180.855,-180.757,-180.659,0.00406,0.0029,0.00174,114,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
191.613,13.37,26.74,40.11,-21.2683,5.43583,-15.8324,-180.855,-180.757,-180.659,0.00406,0.0029,0.00174,114.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
192.013,13.44,26.88,40.32,-20.9879,5.99654,-14.9914,-180.757,-180.659,-180.562,0.00406,0.0029,0.00174,114.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
192.413,13.44,26.88,40.32,-20.9879,5.99654,-14.9914,-180.757,-180.659,-180.562,0.00406,0.0029,0.00174,114.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
192.813,13.44,26.88,40.32,-20.9879,5.99654,-14.9914,-180.757,-180.659,-180.562,0.00406,0.0029,0.00174,115,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
193.213,13.51,27.02,40.53,-20.7061,6.56018,-14.1459,-180.659,-180.562,-180.464,0.00406,0.0029,0.00174,115.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
193.613,13.51,27.02,40.53,-20.7061,6.56018,-14.1459,-180.659,-180.562,-180.464,0.00406,0.0029,0.00174,115.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
194.013,13.58,27.16,40.74,-20.4228,7.12675,-13.296,-180.562,-180.464,-180.366,0.00406,0.0029,0.00174,115.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
194.413,13.58,27.16,40.74,-20.4228,7.12675,-13.296,-180.562,-180.464,-180.366,0.00406,0.0029,0.00174,116,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
194.813,13.58,27.16,40.74,-20.4228,7.12675,-13.296,-180.562,-180.464,-180.366,0.00406,0.0029,0.00174,116.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
195.213,13.65,27.3,40.95,-20.1381,7.69625,-12.4418,-180.464,-180.366,-180.269,0.00406,0.0029,0.00174,116.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
195.613,13.65,27.3,40.95,-20.1381,7.69625,-12.4418,-180.464,-180.366,-180.269,0.00406,0.0029,0.00174,116.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
196.013,13.72,27.44,41.16,-19.8518,8.26867,-11.5832,-180.366,-180.269,-180.171,0.00406,0.0029,0.00174,117,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
196.413,13.72,27.44,41.16,-19.8518,8.26867,-11.5832,-180.366,-180.269,-180.171,0.00406,0.0029,0.00174,117.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
196.813,13.72,27.44,41.16,-19.8518,8.26867,-11.5832,-180.366,-180.269,-180.171,0.00406,0.0029,0.00174,117.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
197.213,13.79,27.58,41.37,-19.5642,8.84402,-10.7201,-180.269,-180.171,-180.073,0.00406,0.0029,0.00174,117.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
197.613,13.79,27.58,41.37,-19.5642,8.84402,-10.7201,-180.269,-180.171,-180.073,0.00406,0.0029,0.00174,118,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
198.013,13.86,27.72,41.58,-19.275,9.4223,-9.85272,-180.171,-180.073,-179.976,0.00406,0.0029,0.00174,118.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
198.413,13.86,27.72,41.58,-19.275,9.4223,-9.85272,-180.171,-180.073,-179.976,0.00406,0.0029,0.00174,118.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
198.813,13.86,27.72,41.58,-19.275,9.4223,-9.85272,-180.171,-180.073,-179.976,0.00406,0.0029,0.00174,118.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
199.213,13.93,27.86,41.79,-18.9844,10.0035,-8.98091,-180.073,-179.976,-179.878,0.00406,0.0029,0.00174,119,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
199.613,13.93,27.86,41.79,-18.9844,10.0035,-8.98091,-180.073,-179.976,-179.878,0.00406,0.0029,0.00174,119.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
200.013,14,28,42,-18.6924,10.5876,-8.1047,-179.976,-179.878,-179.78,0.00406,0.0029,0.00174,119.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
200.413,14,28,42,-18.6924,10.5876,-8.1047,-179.976,-179.878,-179.78,0.00406,0.0029,0.00174,119.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
200.813,14,28,42,-18.6924,10.5876,-8.1047,-179.976,-179.878,-179.78,0.00406,0.0029,0.00174,120,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
201.213,14.07,28.14,42.21,-18.3988,11.1747,-7.22411,-179.878,-179.78,-179.683,0.00406,0.0029,0.00174,120.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
201.613,14.07,28.14,42.21,-18.3988,11.1747,-7.22411,-179.878,-179.78,-179.683,0.00406,0.0029,0.00174,120.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
202.013,14.14,28.28,42.42,-18.1038,11.7647,-6.33912,-179.78,-179.683,-179.585,0.00406,0.0029,0.00174,120.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
202.413,14.14,28.28,42.42,-18.1038,11.7647,-6.33912,-179.78,-179.683,-179.585,0.00406,0.0029,0.00174,121,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
202.813,14.14,28.28,42.42,-18.1038,11.7647,-6.33912,-179.78,-179.683,-179.585,0.00406,0.0029,0.00174,121.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
203.213,14.21,28.42,42.63,-17.8074,12.3576,-5.44974,-179.683,-179.585,-179.487,0.00406,0.0029,0.00174,121.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
203.613,14.21,28.42,42.63,-17.8074,12.3576,-5.44974,-179.683,-179.585,-179.487,0.00406,0.0029,0.00174,121.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
204.013,14.28,28.56,42.84,-17.5094,12.9535,-4.55597,-179.585,-179.487,-179.389,0.00406,0.0029,0.00174,122,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
204.413,14.28,28.56,42.84,-17.5094,12.9535,-4.55597,-179.585,-179.487,-179.389,0.00406,0.0029,0.00174,122.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
204.813,14.28,28.56,42.84,-17.5094,12.9535,-4.55597,-179.585,-179.487,-179.389,0.00406,0.0029,0.00174,122.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
205.213,14.35,28.7,43.05,-17.2101,13.5522,-3.6578,-179.487,-179.389,-179.292,0.00406,0.0029,0.00174,122.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
205.613,14.35,28.7,43.05,-17.2101,13.5522,-3.6578,-179.487,-179.389,-179.292,0.00406,0.0029,0.00174,123,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
206.013,14.42,28.84,43.26,-16.9092,14.154,-2.75525,-179.389,-179.292,-179.194,0.00406,0.0029,0.00174,123.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
206.413,14.42,28.84,43.26,-16.9092,14.154,-2.75525,-179.389,-179.292,-179.194,0.00406,0.0029,0.00174,123.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
206.813,14.42,28.84,43.26,-16.9092,14.154,-2.75525,-179.389,-179.292,-179.194,0.00406,0.0029,0.00174,123.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
207.213,14.49,28.98,43.47,-16.6069,14.7586,-1.8483,-179.292,-179.194,-179.096,0.00406,0.0029,0.00174,124,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
207.613,14.49,28.98,43.47,-16.6069,14.7586,-1.8483,-179.292,-179.194,-179.096,0.00406,0.0029,0.00174,124.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
208.013,14.56,29.12,43.68,-16.3031,15.3661,-0.93696,-179.194,-179.096,-178.999,0.00406,0.0029,0.00174,124.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
208.413,14.56,29.12,43.68,-16.3031,15.3661,-0.93696,-179.194,-179.096,-178.999,0.00406,0.0029,0.00174,124.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
